Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Per_Quantity,Profit_Margin
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,2.892,2,0.7,-2.3136,1.446,-80.0
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,9.392,2,0.2,3.2872,4.696,35.0
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,123.92,4,0.0,55.764,30.98,45.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,55.6,5,0.2,6.255,11.120000000000001,11.249999999999998
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,0.2,-7.7247,205.992,-1.25
Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Office Supplies,Binders,21.312,3,0.2,7.992,7.104,37.5
Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Accessories,209.94,6,0.0,39.8886,34.99,18.999999999999996
Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,31.984,2,0.2,-7.996,15.992,-25.0
Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,5083.96,5,0.2,1906.485,1016.792,37.5
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,35.96,1,0.2,3.596,35.96,10.0
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0.0,14.904,10.35,48.0
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.92,4,0.0,3.9248,2.23,44.0
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,209.6,4,0.0,96.416,52.4,46.0
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,111.04,4,0.0,29.9808,27.76,26.999999999999996
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,38.88,6,0.0,18.6624,6.48,48.00000000000001
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Appliances,36.27,3,0.0,10.881,12.090000000000002,30.0
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,493.43,5,0.3,-70.49,98.686,-14.285714285714285
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475,5.56,31.250000000000007
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,686.4,2,0.2,77.22,343.2,11.25
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.92,5,0.2,5.373,3.184,33.75
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,70.68,12,0.0,31.0992,5.890000000000001,43.99999999999999
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,541.24,4,0.0,5.4124,135.31,1.0
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,101.994,2,0.7,-71.3958,50.997,-70.0
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,18.264,2,0.7,-13.3936,9.132,-73.33333333333333
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32.985,4.398,-150.0
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,185.376,2,0.2,-34.758,92.688,-18.75
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,58.924,1,0.8,-153.2024,58.924,-260.0
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,480.0,4,0.0,225.6,120.0,47.0
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,34.05,3,0.0,9.534,11.35,28.000000000000004
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,192.72,11,0.0,92.5056,17.52,48.0
First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,239.97,3,0.0,86.3892,79.99,36.0
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,50.12,7,0.2,-0.6265,7.159999999999999,-1.25
Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Technology,Phones,15.984,2,0.2,1.3986,7.992,8.75
Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Paper,14.352,3,0.2,4.485,4.784,31.25
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696,1.632,-70.0
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.862,3,0.7,-2.2896,0.9540000000000001,-80.0
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,20.856,8,0.7,-16.6848,2.607,-80.0
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,276.28,2,0.0,0.0,138.14,0.0
Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,629.64,9,0.0,107.0388,69.96,17.0
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,449.97,3,0.0,220.4853,149.99,48.99999999999999
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,1927.59,7,0.0,751.7601,275.37,39.0
First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Chairs,121.78,2,0.0,30.445,60.89,25.0
Standard Class,Home Office,United States,San Diego,California,92037,West,Furniture,Chairs,2676.672,9,0.2,267.6672,297.408,10.0
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,489.23,2,0.3,41.934,244.615,8.57142857142857
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,312.03,3,0.0,43.6842,104.00999999999999,14.000000000000002
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,17.94,3,0.0,3.0498,5.98,17.0
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,165.6,3,0.2,10.35,55.199999999999996,6.25
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,9.38,47.99999999999999
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,494.97,3,0.0,148.491,164.99,30.0
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,25.06,2,0.0,11.7782,12.53,47.0
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32.064,3,0.6,-12.8256,10.688,-40.0
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,18.496,4,0.2,6.7048,4.624,36.25
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,191.079,3,0.3,-38.2158,63.693000000000005,-20.0
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,35.0
Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,30.53,1,0.0,14.0438,30.53,46.0
Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,30.84,3,0.0,6.168,10.28,20.0
Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,75.06,9,0.0,33.777,8.34,45.0
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,66.976,7,0.2,6.6976,9.568,10.0
Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,182.72,8,0.0,84.0512,22.84,46.0
Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3,0.0,10.3071,7.31,47.0
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Accessories,95.976,3,0.2,15.5961,31.992,16.25
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Phones,143.928,9,0.2,-32.3838,15.991999999999999,-22.5
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,3.564,2,0.7,-2.97,1.782,-83.33333333333334
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Labels,4.928,2,0.2,1.7248,2.464,35.0
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,856.656,6,0.2,107.082,142.77599999999998,12.5
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,13.184,4,0.8,-20.4352,3.296,-155.0
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,48.784,4,0.8,-131.7168,12.196,-270.0
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,76.64,2,0.2,26.824,38.32,35.0
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,18.528,6,0.8,-27.792,3.0879999999999996,-150.00000000000003
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,177.68,2,0.0,46.1968,88.84,26.0
Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,159.98,2,0.0,57.5928,79.99,36.0
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Technology,Phones,52.68,3,0.2,19.755,17.56,37.5
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Furniture,Furnishings,11.568,3,0.2,2.6028,3.856,22.499999999999996
Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,4.572,4,0.7,-3.81,1.143,-83.33333333333334
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,1439.968,4,0.2,143.9968,359.992,10.0
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,1.728,3,0.8,-2.6784,0.576,-155.0
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,0.5,-538.446,208.70000000000002,-86.0
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,99.2,5,0.0,25.792,19.84,26.0
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,0.3,-113.282,152.495,-18.57142857142857
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,211.372,2,0.3,-45.294,105.686,-21.428571428571423
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,239.976,3,0.2,17.9982,79.992,7.5
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,99.95,5,0.0,22.9885,19.990000000000002,23.0
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,29.34,3,0.0,10.8558,9.78,37.0
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,16.74,2,0.0,4.3524,8.37,26.000000000000007
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,12.672,3,0.2,3.96,4.224,31.25
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,0.2,209.979,79.99199999999999,18.750000000000004
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,204.85,5,0.0,53.261,40.97,26.0
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,135.984,2,0.2,16.998,67.992,12.5
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,16.4,5,0.0,7.052,3.28,43.0
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,92.96,2,0.2,31.374,46.48,33.75
Second Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Supplies,7.632,3,0.2,-1.8126,2.544,-23.75
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,4.158,7,0.7,-3.465,0.5940000000000001,-83.33333333333333
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Machines,179.991,3,0.7,-251.9874,59.99700000000001,-140.0
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,239.358,3,0.3,-47.8716,79.786,-20.0
First Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,164.88,3,0.0,80.7912,54.96,49.00000000000001
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,10.95,3,0.0,3.285,3.65,30.000000000000004
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,48.00000000000001
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,12.3,5,0.0,6.15,2.46,50.0
First Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,13.97,1,0.0,3.6322,13.97,26.0
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Tables,934.956,6,0.4,-249.3216,155.826,-26.666666666666668
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Technology,Accessories,46.864,2,0.2,7.6154,23.432,16.25
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,26.16,3,0.2,1.962,8.72,7.5
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,23.128,7,0.2,2.891,3.304,12.5
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Appliances,59.24,5,0.2,16.291,11.848,27.500000000000004
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Bookcases,155.456,4,0.2,-7.7728,38.864,-5.0
Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Paper,8.56,2,0.0,3.852,4.28,44.99999999999999
First Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,21.0,3,0.2,5.775,7.0,27.500000000000004
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,120.0,2,0.5,-7.2,60.0,-6.000000000000001
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,299.96,5,0.2,37.495,59.992,12.5
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,67.84,5,0.8,-179.776,13.568000000000001,-265.0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,853.93,5,0.3,-24.398,170.786,-2.857142857142857
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,18.688,4,0.2,3.7376,4.672,20.0
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,273.96,2,0.0,71.2296,136.98,26.000000000000007
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,89.97,3,0.0,18.8937,29.99,21.0
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,756.8,5,0.0,75.68,151.35999999999999,10.000000000000002
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.248,2,0.8,-1.9344,0.624,-154.99999999999997
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,72.0,1,0.2,14.4,72.0,20.0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,470.155,7,0.3,-13.433,67.16499999999999,-2.857142857142857
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,39.128,1,0.2,-8.8038,39.128,-22.5
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,19.728,9,0.2,1.7262,2.192,8.75
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,151.188,2,0.4,-25.198,75.594,-16.666666666666668
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,271.764,2,0.1,60.392,135.882,22.222222222222225
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,47.496,1,0.2,-1.1874,47.496,-2.5
Second Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Bookcases,344.981,7,0.15,28.4102,49.283,8.235294117647058
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,5.183999999999999,35.0
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,78.304,2,0.2,29.364,39.152,37.5
First Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Tables,127.785,1,0.3,-31.0335,127.785,-24.285714285714285
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.104,2,0.8,-9.156,3.052,-150.0
Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,5.76,2,0.0,2.8224,2.88,49.00000000000001
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.72,1,0.8,-2.838,1.72,-165.0
Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708,4.476,-165.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.334,3,0.8,-6.3018,0.778,-270.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.728,4,0.8,-2.7648,0.432,-160.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,159.04,5,0.6,-194.824,31.808,-122.50000000000001
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,0.5,-99.2664,72.99,-68.0
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,77.952,3,0.2,12.6672,25.983999999999998,16.25
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,95.97,5,0.7,-73.577,19.194,-76.66666666666666
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,105.584,2,0.2,9.2386,52.792,8.75
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,9.344,2,0.2,1.168,4.672,12.5
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,9.68,2,0.0,3.7752,4.84,39.0
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,4899.93,7,0.0,2302.9671,699.99,46.99999999999999
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,104.75,5,0.0,21.9975,20.95,21.0
Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Accessories,18.528,2,0.2,4.4004,9.264,23.750000000000004
Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Tables,1875.258,7,0.4,-968.8833,267.894,-51.66666666666666
First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,91.36,5,0.2,29.692,18.272,32.5
First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Appliances,152.24,5,0.2,17.127,30.448,11.249999999999998
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,35.184,2,0.2,12.3144,17.592,35.0
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,28.352,33.75
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,274.064,7,0.2,102.774,39.152,37.5
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124.431,91.686,-27.142857142857142
Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8.226,3,0.7,-6.0324,2.7420000000000004,-73.33333333333333
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Accessories,5.95,1,0.0,0.833,5.95,13.999999999999998
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Paper,15.24,3,0.0,7.1628,5.08,47.0
Same Day,Consumer,United States,Spokane,Washington,99207,West,Technology,Accessories,239.94,6,0.0,26.3934,39.99,11.0
Same Day,Consumer,United States,Spokane,Washington,99207,West,Office Supplies,Art,23.84,8,0.0,6.4368,2.98,27.0
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,92.52,6,0.0,24.9804,15.42,27.0
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,37.76,1,0.0,10.5728,37.76,28.000000000000004
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,7.38,2,0.0,3.4686,3.69,47.0
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,5.82,2,0.0,2.7354,2.91,47.0
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,3.816,1,0.2,1.1925,3.816,31.25
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Binders,26.16,4,0.0,12.8184,6.54,49.0
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,100.8,2,0.2,21.42,50.4,21.250000000000004
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0.0,66.542,19.400000000000002,49.0
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,13.9,5,0.0,3.753,2.7800000000000002,27.0
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,19.4,5,0.0,9.312,3.88,48.0
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,13.488,2,0.2,4.3836,6.744,32.50000000000001
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,11.416,1,0.2,3.8529,11.416,33.75
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Paper,17.64,3,0.0,8.6436,5.88,48.99999999999999
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Binders,17.04,3,0.2,5.538,5.68,32.5
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,99.98,2,0.0,7.9984,49.99,8.0
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,29.46,6,0.0,9.7218,4.91,33.0
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116.844,12.84,-70.0
First Class,Home Office,United States,Fort Collins,Colorado,80525,West,Furniture,Furnishings,98.328,3,0.2,9.8328,32.776,10.0
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,117.882,1,0.1,1.3098,117.882,1.1111111111111112
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,20.97,3,0.0,9.0171,6.989999999999999,43.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,139.96,4,0.0,9.7972,34.99,6.999999999999999
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,37.74,3,0.0,12.8316,12.58,34.0
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0.0,6.2244,4.94,42.0
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,191.82,3,0.0,61.3824,63.94,32.0
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,13.904,2,0.2,4.5188,6.952,32.49999999999999
Same Day,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,314.6,4,0.0,103.818,78.65,32.99999999999999
Same Day,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,283.56,4,0.0,45.3696,70.89,16.0
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,487.96,2,0.0,146.388,243.98,30.000000000000004
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,1793.98,2,0.0,843.1706,896.99,47.0
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2.992,4,0.8,-4.488,0.748,-150.00000000000003
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Technology,Accessories,108.768,4,0.2,2.7192,27.192,2.5
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,25.92,4,0.0,12.4416,6.48,47.99999999999999
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0.0,5.8708,11.29,26.0
Same Day,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,55.176,3,0.2,-12.4146,18.392,-22.5
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,9892.74,13,0.0,4946.37,760.98,50.0
Standard Class,Corporate,United States,Chandler,Arizona,85224,West,Furniture,Tables,73.915,1,0.5,-45.8273,73.915,-62.0
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Furniture,Furnishings,337.088,4,0.2,16.8544,84.272,4.999999999999999
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,61.44,3,0.0,16.5888,20.48,27.0
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,479.97,3,0.0,163.1898,159.99,34.0
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Binders,5.984,2,0.2,2.244,2.992,37.50000000000001
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Technology,Accessories,189.95,5,0.0,45.588,37.989999999999995,24.000000000000004
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Technology,Accessories,149.95,5,0.0,31.4895,29.99,21.000000000000004
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Art,29.95,5,0.0,8.6855,5.99,28.999999999999996
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Labels,44.4,3,0.0,22.2,14.799999999999999,50.0
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,66.03,3,0.0,17.1678,22.01,26.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,10.86,2,0.0,5.3214,5.43,49.0
Second Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,3.36,2,0.0,0.84,1.68,25.0
Second Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,27.936,4,0.2,9.4284,6.984,33.75
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,28.784,2,0.2,2.8784,14.392,10.0
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Supplies,21.96,2,0.0,6.1488,10.98,27.999999999999996
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,21.98,2,0.0,8.5722,10.99,39.0
First Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,2621.322,11,0.1,553.3902,238.30200000000002,21.11111111111111
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,74.76,7,0.0,23.9232,10.680000000000001,32.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,364.776,3,0.2,27.3582,121.592,7.5
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,1115.17,7,0.0,334.551,159.31,30.0
First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,89.696,4,0.2,33.636,22.424,37.50000000000001
First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Labels,50.12,4,0.0,23.5564,12.53,47.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Fasteners,36.48,6,0.0,18.24,6.079999999999999,50.0
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,322.192,13,0.2,100.685,24.784,31.25
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.946,3,0.8,-4.8609,0.9820000000000001,-165.0
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,19.136,4,0.2,6.9368,4.784,36.25
Standard Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Technology,Accessories,23.08,2,0.0,6.924,11.54,30.000000000000004
