Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,629.95,5,0.0,176.386
Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,871.8,3,0.2,87.18
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Phones,503.96,5,0.2,50.396
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,962.08,4,0.2,156.338
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,539.964,6,0.4,-107.9928
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.0,349.3392
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,529.9,5,0.0,105.98
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0.0,2504.2216
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Copiers,1999.96,4,0.0,899.982
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,2152.776,3,0.2,726.5619
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Bookcases,4007.84,10,0.2,-50.098
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,634.116,6,0.3,-172.1172
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,505.32,3,0.2,31.5825
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Chairs,1522.638,9,0.1,169.182
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Chairs,872.32,4,0.0,244.2496
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,563.4,4,0.0,67.608
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,1049.44,8,0.0,440.7648
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1007.944,7,0.2,75.5958
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Supplies,4164.05,5,0.0,83.281
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Machines,6999.96,4,0.0,2239.9872
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,698.352,3,0.2,52.3764
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,1747.25,5,0.0,629.01
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,627.168,4,0.2,70.5564
Second Class,Corporate,United States,Lorain,Ohio,44052,East,Furniture,Tables,1421.664,8,0.4,-734.5264
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Furniture,Tables,564.195,3,0.5,-304.6653
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,1117.92,4,0.0,55.896
Standard Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Technology,Phones,519.68,7,0.2,58.464
Standard Class,Consumer,United States,Rio Rancho,New Mexico,87124,West,Furniture,Chairs,883.84,4,0.2,99.432
First Class,Corporate,United States,Smyrna,Tennessee,37167,South,Furniture,Chairs,643.136,4,0.2,56.2744
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,579.51,3,0.0,81.1314
First Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,629.95,5,0.0,163.787
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,512.96,4,0.0,143.6288
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Machines,1362.9,3,0.3,-19.47
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3266.376,3,0.2,1061.5722
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Technology,Copiers,17499.95,5,0.0,8399.976
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,735.98,2,0.0,331.191
Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Appliances,1640.7,5,0.0,459.396
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Chairs,1059.12,4,0.0,307.1448
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Bookcases,1565.88,6,0.0,407.1288
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,2887.056,9,0.2,180.441
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1652.94,3,0.0,314.0586
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,2003.92,5,0.2,125.245
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,1913.4,9,0.0,401.814
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,2567.84,8,0.0,770.352
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,602.651,7,0.3,-163.5767
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,559.93,7,0.0,167.979
Same Day,Corporate,United States,Huntington Beach,California,92646,West,Technology,Copiers,2399.96,5,0.2,839.986
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1001.584,2,0.2,125.198
Standard Class,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,1403.92,5,0.2,70.196
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,681.408,12,0.2,42.588
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,862.344,7,0.2,97.0137
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,713.88,4,0.0,214.164
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,623.96,5,0.2,38.9975
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,523.92,5,0.2,-26.196
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,503.96,5,0.2,50.396
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,621.76,4,0.2,46.632
Second Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Appliances,1158.12,5,0.2,130.2885
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,-42.747
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.0,164.6316
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3,0.2,52.3392
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,599.97,5,0.4,69.9965
Same Day,Consumer,United States,Anaheim,California,92804,West,Furniture,Tables,892.136,7,0.2,111.517
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,1261.33,7,0.0,327.9458
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1012.68,3,0.2,303.804
Second Class,Corporate,United States,Concord,California,94521,West,Technology,Phones,1626.192,9,0.2,121.9644
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352
First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Technology,Phones,1879.96,4,0.0,545.1884
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,828.6,3,0.0,240.294
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,776.85,5,0.4,-181.265
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,971.88,3,0.2,109.3365
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,717.72,3,0.2,71.772
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Copiers,2399.96,5,0.2,569.9905
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,908.82,9,0.0,227.205
First Class,Home Office,United States,San Diego,California,92024,West,Furniture,Tables,674.352,3,0.2,-8.4294
First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,1350.12,6,0.0,175.5156
Same Day,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,756.8,5,0.0,75.68
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,1319.8,5,0.2,214.4675
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,4416.174,9,0.3,-630.882
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,989.97,3,0.0,395.988
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,629.1,6,0.0,301.968
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,2541.98,2,0.0,1270.99
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649.0,2,0.5,-272.58
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,890.841,3,0.3,-152.7156
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,979.95,5,0.0,264.5865
Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,1279.968,4,0.2,415.9896
Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,1856.19,7,0.0,334.1142
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,843.9,2,0.0,371.316
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,721.875,6,0.45,-420.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,523.764,3,0.4,-192.0468
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14,0.0,387.5676
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,866.646,3,0.1,173.3292
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.408,6,0.2,59.6556
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.352,3,0.2,81.2646
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0.0,148.1064
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0.0,119.686
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0.0,125.5824
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.968,4,0.2,215.9892
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0.0,80.838
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0.0,449.985
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0.0,746.4078
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0.0,274.491
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4,0.0,204.1092
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0.0,517.4793
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5,0.3,-65.853
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.946,9,0.4,-377.9892
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0.0,629.991
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5,0.2,148.704
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.176,3,0.2,314.2719
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.704,6,0.2,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5,0.2,68.001
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.952,6,0.2,71.9952
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.944,7,0.2,66.1451
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0.0,216.8244
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3,0.0,154.8426
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4,0.0,112.3508
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0.0,112.788
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0.0,735.0336
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7,0.0,909.9818
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.271,3,0.3,-63.3765
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5,0.2,220.987
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,539.92,5,0.2,47.243
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.344,4,0.2,54.4008
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,850.5,5,0.1,245.7
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,1207.84,8,0.0,314.0384
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,703.71,6,0.7,-938.28
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.224,3,0.2,89.2224
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,1299.99,2,0.5,-571.9956
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,1352.032,4,0.2,84.502
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,1548.99,9,0.4,-464.697
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,5399.91,9,0.0,2591.9568
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,1687.8,4,0.0,742.632
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6,0.0,151.47
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,3812.97,3,0.0,1906.485
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,625.99,1,0.0,187.797
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9,0.0,329.4081
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,872.94,3,0.0,157.1292
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,1199.98,2,0.0,467.9922
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,526.582,2,0.3,-52.6582
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,566.97,3,0.0,153.0819
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Chairs,1779.9,5,0.0,373.779
Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,1039.728,2,0.2,90.9762
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,4499.985,5,0.7,-6599.978
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,876.3,10,0.4,-292.1
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,720.064,4,0.2,-63.0056
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Tables,550.431,3,0.3,-47.1798
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Bookcases,1497.666,2,0.15,140.9568
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Binders,4535.976,3,0.2,1644.2913
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,592.74,6,0.0,160.0398
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,508.768,4,0.2,38.1576
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Furniture,Tables,1184.72,4,0.0,106.6248
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,1871.88,12,0.0,561.564
Standard Class,Home Office,United States,Lake Forest,California,92630,West,Furniture,Chairs,915.136,4,0.2,102.9528
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,1614.582,6,0.7,-1237.8462
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,715.64,2,0.0,178.91
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3404.5,5,0.0,1668.205
Second Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,569.99,1,0.0,170.997
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Appliances,2518.29,9,0.0,654.7554
Standard Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,540.57,3,0.0,140.5482
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,861.76,4,0.0,249.9104
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,519.792,4,0.4,-112.6216
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Phones,659.97,3,0.0,197.991
First Class,Home Office,United States,San Diego,California,92037,West,Furniture,Tables,1673.184,12,0.2,20.9148
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,541.24,4,0.0,5.4124
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Chairs,1323.9,5,0.0,383.931
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,663.92,5,0.2,207.475
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Furniture,Chairs,657.93,5,0.3,-93.99
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,772.68,4,0.0,108.1752
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,572.58,6,0.0,34.3548
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,706.86,7,0.0,197.9208
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,892.35,5,0.0,267.705
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,728.82,9,0.0,29.1528
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,718.64,10,0.2,-161.694
First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Machines,3357.6,3,0.2,377.73
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,334.4985
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,775.728,6,0.2,58.1796
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,526.344,4,0.3,-75.192
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1079.976,4,0.4,125.9972
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,670.752,3,0.2,-125.766
First Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Storage,535.41,3,0.0,160.623
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,557.728,4,0.2,6.9716
First Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Copiers,13999.96,4,0.0,6719.9808
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,595.0,5,0.0,95.2
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Bookcases,512.499,3,0.15,-30.147
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,863.128,7,0.2,-32.3673
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0.0,366.6348
Standard Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0.0,449.991
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Phones,549.98,2,0.0,142.9948
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,4643.8,4,0.0,2229.024
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,577.764,2,0.1,115.5528
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,1369.764,6,0.7,-913.176
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0.0,291.3778
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.2,0.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,806.336,8,0.2,50.396
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,-123.998
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.2624
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0.0,282.2092
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,675.06,3,0.0,87.7578
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.456
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,1649.95,5,0.0,659.98
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,2939.93,7,0.0,764.3818
Standard Class,Home Office,United States,League City,Texas,77573,Central,Furniture,Chairs,512.358,3,0.3,-14.6388
Second Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Tables,913.43,5,0.3,-169.637
Standard Class,Consumer,United States,Kissimmee,Florida,34741,South,Technology,Phones,751.984,2,0.2,84.5982
First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,604.768,4,0.2,60.4768
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,902.712,3,0.2,33.8517
Second Class,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Appliances,901.95,3,0.0,297.6435
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Furniture,Tables,630.024,4,0.4,-199.5076
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,0.3,-173.3472
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Bookcases,2154.9,5,0.0,129.294
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792
First Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,1679.96,5,0.2,125.997
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,1554.936,3,0.2,77.7468
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0.0,241.1046
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Machines,8749.95,5,0.0,2799.984
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,719.976,3,0.2,134.9955
First Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,1056.86,7,0.0,158.529
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1454.9,5,0.0,378.274
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.744,7,0.2,314.8418
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,998.85,5,0.4,-199.77
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Tables,607.52,2,0.0,97.2032
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,1287.45,5,0.0,244.6155
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Phones,499.168,4,0.2,31.198
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,1369.764,6,0.7,-913.176
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,826.0,5,0.0,214.76
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,760.98,5,0.8,-1141.47
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,704.76,5,0.2,26.4285
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Bookcases,723.92,5,0.2,-81.441
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,619.152,6,0.2,69.6546
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,0.3,-8.5794
First Class,Consumer,United States,Mansfield,Texas,76063,Central,Furniture,Tables,517.405,5,0.3,-81.3065
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,2104.55,7,0.0,694.5015
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Technology,Phones,2239.936,8,0.2,223.9936
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,626.352,3,0.2,-23.4882
Second Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1287.45,5,0.0,244.6155
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Storage,535.41,3,0.0,160.623
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3050.376,3,0.2,1143.891
Standard Class,Home Office,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,1270.99,1,0.0,635.495
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,942.784,4,0.2,94.2784
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,528.43,5,0.3,0.0
First Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Bookcases,1227.9984,6,0.32,-36.1176
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Furniture,Tables,1128.39,3,0.0,259.5297
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,698.352,3,0.2,52.3764
