Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Per Quantity,Discount Amount,Performance,Loss Order
First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,62.94,3,0.0,30.2112,48.00000000000001,20.98,0.0,Low Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.488,2,0.2,1.6116,7.5,10.744,4.2976,Low Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,239.976,3,0.2,26.9973,11.25,79.992,47.995200000000004,Low Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,34.504,2,0.6,-15.5268,-45.0,17.252,20.702399999999997,Loss,True
Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,20.104,2,0.6,-16.5858,-82.5,10.052,12.062399999999998,Loss,True
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,3.798,1,0.8,-6.0768,-160.0,3.798,3.0384,Loss,True
Same Day,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,7.88,5,0.6,-3.94,-50.0,1.576,4.728,Loss,True
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Tables,35.445,1,0.5,-24.1026,-68.0,35.445,17.7225,Loss,True
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Machines,269.97,2,0.7,-386.957,-143.33333333333331,134.985,188.979,Loss,True
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,45.12,3,0.2,-7.896,-17.5,15.04,9.024,Loss,True
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,100.8,2,0.2,21.42,21.250000000000004,50.4,20.16,Low Profit,False
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,47.968,2,0.2,4.1972,8.749999999999998,23.984,9.5936,Low Profit,False
First Class,Consumer,United States,Pomona,California,91767,West,Technology,Accessories,99.98,2,0.0,34.993,35.0,49.99,0.0,Low Profit,False
First Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,9.96,2,0.0,4.8804,48.99999999999999,4.98,0.0,Low Profit,False
Standard Class,Corporate,United States,Everett,Washington,98208,West,Office Supplies,Binders,3.856,1,0.2,1.3978,36.25,3.856,0.7712,Low Profit,False
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,98.376,3,0.2,35.6613,36.24999999999999,32.792,19.675200000000004,Low Profit,False
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,22.38,3,0.6,-7.833,-35.0,7.46,13.427999999999999,Loss,True
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,3.882,2,0.7,-2.588,-66.66666666666666,1.941,2.7174,Loss,True
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,12.585,1,0.7,-18.0385,-143.33333333333331,12.585,8.8095,Loss,True
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,113.372,2,0.3,-29.1528,-25.71428571428571,56.686,34.0116,Loss,True
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,18.312,4,0.7,-12.208,-66.66666666666666,4.578,12.8184,Loss,True
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,127.936,8,0.2,4.7976,3.75,15.992,25.587200000000003,Low Profit,False
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,241.17,2,0.7,-168.819,-70.0,120.585,168.819,Loss,True
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,6.24,3,0.0,2.6208,42.0,2.08,0.0,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,17.9,5,0.0,8.95,50.0,3.5799999999999996,0.0,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3266.376,3,0.2,1061.5722,32.5,1088.7920000000001,653.2752,High Profit,False
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688,-160.0,0.33599999999999997,1.344,Loss,True
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,7.968,3,0.6,-2.3904,-30.0,2.656,4.7808,Loss,True
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Chairs,113.372,2,0.3,-3.2392,-2.857142857142857,56.686,34.0116,Loss,True
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,2.96,2,0.6,-1.406,-47.5,1.48,1.776,Loss,True
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,168.1,5,0.0,43.706,26.0,33.62,0.0,Low Profit,False
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Office Supplies,Envelopes,98.46,9,0.0,49.23,50.0,10.94,0.0,Low Profit,False
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Tables,358.58,2,0.0,39.4438,11.000000000000002,179.29,0.0,Low Profit,False
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,32.48,2,0.0,4.872,15.000000000000002,16.24,0.0,Low Profit,False
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Technology,Copiers,17499.95,5,0.0,8399.976,48.00000000000001,3499.9900000000002,0.0,High Profit,False
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,735.98,2,0.0,331.191,44.99999999999999,367.99,0.0,High Profit,False
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Binders,34.37,7,0.0,16.8413,49.00000000000001,4.909999999999999,0.0,Low Profit,False
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Art,33.96,2,0.0,9.5088,28.000000000000004,16.98,0.0,Low Profit,False
Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,197.97,3,0.0,53.4519,27.0,65.99,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,17.48,4,0.0,4.5448,26.0,4.37,0.0,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,8.016,3,0.2,1.002,12.5,2.672,1.6032000000000002,Low Profit,False
Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Tables,146.04,1,0.2,-12.7785,-8.75,146.04,29.208,Loss,True
Standard Class,Corporate,United States,Montebello,California,90640,West,Technology,Accessories,27.88,2,0.0,3.9032,14.000000000000002,13.94,0.0,Low Profit,False
Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Labels,152.65,5,0.0,70.219,46.0,30.53,0.0,Low Profit,False
Standard Class,Corporate,United States,Thousand Oaks,California,91360,West,Furniture,Furnishings,22.72,1,0.0,9.3152,41.0,22.72,0.0,Low Profit,False
Standard Class,Corporate,United States,Vineland,New Jersey,8360,East,Office Supplies,Art,11.12,4,0.0,2.8912,26.0,2.78,0.0,Low Profit,False
Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Appliances,1640.7,5,0.0,459.396,28.000000000000004,328.14,0.0,High Profit,False
Standard Class,Corporate,United States,Torrance,California,90503,West,Technology,Phones,371.2,5,0.2,41.76,11.25,74.24,74.24,Low Profit,False
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,14.832,3,0.7,-10.3824,-70.0,4.944,10.3824,Loss,True
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,20.7,3,0.0,1.656,8.0,6.8999999999999995,0.0,Low Profit,False
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Fasteners,11.34,3,0.0,5.2164,46.0,3.78,0.0,Low Profit,False
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,67.9,5,0.0,0.679,1.0,13.580000000000002,0.0,Low Profit,False
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Chairs,1059.12,4,0.0,307.1448,28.999999999999996,264.78,0.0,High Profit,False
Standard Class,Home Office,United States,El Cajon,California,92020,West,Furniture,Chairs,478.48,2,0.2,47.848,10.0,239.24,95.69600000000001,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,32.04,4,0.0,14.418,45.0,8.01,0.0,Low Profit,False
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,55.992,1,0.2,3.4995,6.25,55.992,11.1984,Low Profit,False
First Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Paper,76.864,2,0.2,26.9024,35.0,38.432,15.372800000000002,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,59.92,4,0.0,27.5632,46.0,14.98,0.0,Low Profit,False
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Bookcases,1565.88,6,0.0,407.1288,26.0,260.98,0.0,High Profit,False
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,106.05,7,0.0,49.8435,47.0,15.15,0.0,Low Profit,False
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,62.04,4,0.0,17.3712,28.000000000000004,15.51,0.0,Low Profit,False
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Phones,494.97,3,0.0,148.491,30.0,164.99,0.0,High Profit,False
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Storage,367.96,4,0.0,14.7184,4.000000000000001,91.99,0.0,Low Profit,False
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,44.96,2,0.0,20.6816,46.0,22.48,0.0,Low Profit,False
Second Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Envelopes,182.94,3,0.0,85.9818,47.0,60.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,28.14,3,0.0,13.5072,48.0,9.38,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,7.38,2,0.0,3.4686,47.0,3.69,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,32.99999999999999,2.18,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,274.89,11,0.0,46.7313,17.0,24.99,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,23.04,8,0.0,11.2896,49.00000000000001,2.88,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,218.352,3,0.2,-19.1058,-8.75,72.784,43.6704,Loss,True
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,35.0,5.184,2.0736000000000003,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,12.672,2,0.2,4.752,37.49999999999999,6.336,2.5344,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,91.96,5,0.2,-20.691,-22.5,18.392,18.392,Loss,True
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,254.97,3,0.0,91.7892,36.0,84.99,0.0,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,31.984,2,0.2,-7.996,-25.0,15.992,6.396800000000001,Loss,True
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,2887.056,9,0.2,180.441,6.25,320.784,577.4112,High Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,21.384,44.99999999999999,5.28,0.0,Low Profit,False
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.952,3,0.2,3.8844,32.5,3.984,2.3904,Low Profit,False
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,4.98,1,0.0,2.3406,46.99999999999999,4.98,0.0,Low Profit,False
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Office Supplies,Binders,10.78,5,0.8,-17.248,-160.0,2.1559999999999997,8.624,Loss,True
Second Class,Consumer,United States,Beaumont,Texas,77705,Central,Technology,Accessories,119.976,3,0.2,-17.9964,-15.000000000000002,39.992,23.9952,Loss,True
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Labels,25.06,2,0.0,11.7782,47.0,12.53,0.0,Low Profit,False
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1652.94,3,0.0,314.0586,19.0,550.98,0.0,High Profit,False
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,131.376,6,0.6,-95.2476,-72.5,21.896,78.8256,Loss,True
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,5.344,1,0.2,1.8704,35.0,5.344,1.0688000000000002,Low Profit,False
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Chairs,2003.92,5,0.2,125.245,6.25,400.784,400.78400000000005,High Profit,False
Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,6.4799999999999995,0.0,Low Profit,False
Second Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,1913.4,9,0.0,401.814,21.0,212.60000000000002,0.0,High Profit,False
Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,146.73,3,0.0,2.9346,2.0,48.91,0.0,Low Profit,False
Second Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,114.2,5,0.0,52.532,46.0,22.84,0.0,Low Profit,False
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Chairs,2567.84,8,0.0,770.352,30.0,320.98,0.0,High Profit,False
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Accessories,37.056,4,0.2,8.8008,23.750000000000004,9.264,7.4112,Low Profit,False
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,259.896,2,0.4,-56.3108,-21.666666666666664,129.948,103.95840000000001,Loss,True
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,19.05,3,0.0,8.763,46.0,6.3500000000000005,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,73.344,3,0.2,27.504,37.50000000000001,24.447999999999997,14.6688,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,95.68,8,0.0,26.7904,27.999999999999996,11.96,0.0,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,50.96,7,0.0,24.4608,48.0,7.28,0.0,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Art,113.94,3,0.0,34.182,30.000000000000004,37.98,0.0,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,25.92,4,0.0,12.4416,47.99999999999999,6.48,0.0,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,20.32,4,0.0,6.9088,34.0,5.08,0.0,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,411.98,2,0.0,119.4742,28.999999999999996,205.99,0.0,High Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Supplies,34.48,2,0.0,9.9992,29.000000000000004,17.24,0.0,Low Profit,False
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,244.55,5,0.0,114.9385,47.0,48.910000000000004,0.0,High Profit,False
Standard Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,10.782,3,0.7,-7.9068,-73.33333333333333,3.594,7.5474,Loss,True
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,602.651,7,0.3,-163.5767,-27.142857142857142,86.09299999999999,180.79529999999997,Loss,True
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,7.656,6,0.8,-13.0152,-170.00000000000003,1.276,6.1248000000000005,Loss,True
Standard Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,559.93,7,0.0,167.979,30.000000000000004,79.99,0.0,High Profit,False
Same Day,Corporate,United States,Huntington Beach,California,92646,West,Technology,Copiers,2399.96,5,0.2,839.986,35.0,479.992,479.992,High Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,16.0,4,0.2,5.6,35.0,4.0,3.2,Low Profit,False
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,5.588,2,0.8,-15.0876,-270.0,2.794,4.470400000000001,Loss,True
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,235.92,5,0.2,-44.235,-18.75,47.184,47.184,Loss,True
Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,10.68,1,0.0,2.8836,27.0,10.68,0.0,Low Profit,False
Same Day,Corporate,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,41.28,2,0.0,19.8144,48.0,20.64,0.0,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1001.584,2,0.2,125.198,12.5,500.792,200.3168,High Profit,False
Standard Class,Corporate,United States,North Charleston,South Carolina,29406,South,Furniture,Furnishings,14.76,2,0.0,4.2804,29.000000000000004,7.38,0.0,Low Profit,False
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.502,3,0.7,-2.0016,-80.0,0.834,1.7513999999999996,Loss,True
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,115.96,2,0.0,25.5112,22.0,57.98,0.0,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,186.54,3,0.0,50.3658,27.0,62.18,0.0,Low Profit,False
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,159.56,4,0.0,59.0372,37.0,39.89,0.0,Low Profit,False
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Technology,Phones,55.984,2,0.2,4.1988,7.5,27.992,11.196800000000001,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,132.16,1,0.2,9.912,7.500000000000001,132.16,26.432000000000002,Low Profit,False
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,17.904,6,0.8,-31.332,-175.0,2.984,14.3232,Loss,True
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,124.032,4,0.2,44.9616,36.25,31.008,24.8064,Low Profit,False
Standard Class,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,1403.92,5,0.2,70.196,5.0,280.784,280.78400000000005,Low Profit,False
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,28.8,3,0.0,0.864,3.0,9.6,0.0,Low Profit,False
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,24.588,2,0.7,-18.0312,-73.33333333333333,12.294,17.2116,Loss,True
Standard Class,Consumer,United States,Santa Barbara,California,93101,West,Office Supplies,Appliances,356.79,7,0.0,99.9012,27.999999999999996,50.970000000000006,0.0,Low Profit,False
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.98,1,0.0,8.49,50.0,16.98,0.0,Low Profit,False
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Labels,491.55,5,0.0,240.8595,49.0,98.31,0.0,High Profit,False
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Envelopes,7.38,2,0.0,3.3948,46.0,3.69,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,23.66,7,0.0,10.8836,46.0,3.38,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,681.408,12,0.2,42.588,6.25,56.784,136.2816,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,18.9,3,0.0,8.694,46.00000000000001,6.3,0.0,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,93.68,4,0.0,25.2936,27.0,23.42,0.0,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,21.93,3,0.0,10.3071,47.0,7.31,0.0,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,862.344,7,0.2,97.0137,11.249999999999998,123.19200000000001,172.46880000000002,Low Profit,False
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.98,1,0.0,9.3906,47.0,19.98,0.0,Low Profit,False
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,13.494,1,0.4,-2.249,-16.666666666666668,13.494,5.397600000000001,Loss,True
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,23.988,2,0.4,-13.993,-58.333333333333336,11.994,9.5952,Loss,True
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.984,2,0.2,1.1994,3.75,15.992,6.396800000000001,Low Profit,False
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,41.584,2,0.2,4.6782,11.25,20.792,8.3168,Low Profit,False
Second Class,Corporate,United States,El Paso,Texas,79907,Central,Technology,Accessories,95.976,3,0.2,-10.7973,-11.25,31.992,19.1952,Loss,True
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,84.272,2,0.6,-75.8448,-90.0,42.136,50.5632,Loss,True
Same Day,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,36.544,2,0.2,11.8768,32.5,18.272,7.3088,Low Profit,False
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,479.72,4,0.0,52.7692,10.999999999999998,119.93,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,102.368,2,0.2,37.1084,36.25000000000001,51.184,20.4736,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,28.4,5,0.0,8.236,29.000000000000004,5.68,0.0,Low Profit,False
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,713.88,4,0.0,214.164,30.0,178.47,0.0,High Profit,False
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,68.52,3,0.0,31.5192,46.0,22.84,0.0,Low Profit,False
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,623.96,5,0.2,38.9975,6.25,124.792,124.79200000000002,Low Profit,False
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Binders,11.12,4,0.0,5.4488,49.00000000000001,2.78,0.0,Low Profit,False
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,523.92,5,0.2,-26.196,-5.000000000000001,104.78399999999999,104.78399999999999,Loss,True
Standard Class,Home Office,United States,Roseville,California,95661,West,Office Supplies,Fasteners,2.48,2,0.0,1.1656,47.0,1.24,0.0,Low Profit,False
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,221.024,2,0.2,-55.256,-25.0,110.512,44.204800000000006,Loss,True
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,128.058,3,0.3,-23.7822,-18.571428571428573,42.686,38.417399999999994,Loss,True
Same Day,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,58.408,7,0.2,18.2525,31.25,8.344,11.681600000000001,Low Profit,False
Same Day,Home Office,United States,New York City,New York,10011,East,Furniture,Tables,79.974,3,0.4,-29.3238,-36.666666666666664,26.658,31.989600000000003,Loss,True
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,479.988,2,0.4,55.9986,11.666666666666666,239.994,191.9952,Low Profit,False
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.808,3,0.2,4.1328,35.0,3.936,2.3616,Low Profit,False
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,53.568,4,0.2,19.4184,36.25,13.392,10.7136,Low Profit,False
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,503.96,5,0.2,50.396,10.0,100.792,100.792,Low Profit,False
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2,0.0,9.8164,46.0,10.67,0.0,Low Profit,False
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,36.4,5,0.0,17.108,47.0,7.279999999999999,0.0,Low Profit,False
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,51.75,1,0.0,15.525,30.0,51.75,0.0,Low Profit,False
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,15.51,1,0.0,4.3428,28.000000000000004,15.51,0.0,Low Profit,False
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.82,3,0.0,73.41,50.0,48.94,0.0,Low Profit,False
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,47.99999999999999,6.48,0.0,Low Profit,False
Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0.0,2.106,26.999999999999996,2.6,0.0,Low Profit,False
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0.0,4.794,47.0,2.04,0.0,Low Profit,False
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,22.32,3,0.0,5.58,25.0,7.44,0.0,Low Profit,False
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,24.1,5,0.0,11.086,46.0,4.82,0.0,Low Profit,False
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Accessories,75.98,2,0.0,18.2352,23.999999999999996,37.99,0.0,Low Profit,False
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,6.46,2,0.0,3.1654,49.0,3.23,0.0,Low Profit,False
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,60.12,9,0.0,28.8576,48.00000000000001,6.68,0.0,Low Profit,False
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922,26.0,274.99,0.0,High Profit,False
Second Class,Consumer,United States,Longview,Washington,98632,West,Furniture,Furnishings,24.85,5,0.0,7.7035,31.0,4.970000000000001,0.0,Low Profit,False
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,12.624,2,0.2,-2.5248,-20.0,6.312,2.5248000000000004,Loss,True
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Accessories,89.584,2,0.2,4.4792,5.0,44.792,17.916800000000002,Low Profit,False
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,471.92,2,0.2,29.495,6.25,235.96,94.38400000000001,Low Profit,False
