age,income,experience_years,education,city,job_type,credit_score,monthly_spending,loan_amount,loan_approved
56,20000.0,30,Bachelor,Islamabad,Government,668.0,905.0,1045641.0,1
23,,0,Bachelor,Peshawar,Government,682.0,2806.0,1259695.0,1
23,89213.0,0,Bachelor,Islamabad,Private,685.0,4298.0,2334185.0,0
20,70565.0,0,Bachelor,Peshawar,Freelance,650.0,2421.0,1802754.0,0
24,63604.0,0,Bachelor,Islamabad,Freelance,769.0,1795.0,2326161.0,1
25,60874.0,4,Bachelor,Lahore,Private,598.0,2307.0,2014047.0,0
59,44264.0,35,PhD,Karachi,Private,630.0,1732.0,2231663.0,1
32,60119.0,14,PhD,Karachi,Freelance,850.0,2331.0,1410929.0,1
64,74277.0,40,Master,Rawalpindi,Business,607.0,2947.0,2008558.0,1
46,55425.0,21,Master,Lahore,Private,585.0,2907.0,965364.0,1
50,81513.0,28,Master,Karachi,Private,731.0,4150.0,2959590.0,1
47,69311.0,28,High School,Rawalpindi,Private,535.0,3467.0,1229153.0,0
56,71974.0,34,High School,Lahore,Government,664.0,3422.0,2815963.0,1
44,84551.0,21,Master,Karachi,Private,830.0,4420.0,1589754.0,1
53,53411.0,34,Master,Islamabad,Private,,1288.0,1981799.0,1
46,79506.0,23,High School,Peshawar,Freelance,541.0,2359.0,1354532.0,1
55,56498.0,32,Master,Lahore,Government,575.0,2109.0,885604.0,1
50,72469.0,32,High School,Rawalpindi,Private,743.0,3555.0,229716.0,1
54,50793.0,36,Bachelor,Lahore,Private,759.0,1913.0,850208.0,1
44,44965.0,17,Master,Rawalpindi,Government,644.0,2058.0,1508482.0,1
50,67021.0,30,High School,Lahore,Private,728.0,1707.0,1990691.0,1
21,23526.0,0,High School,Rawalpindi,Private,777.0,688.0,2709341.0,0
39,58482.0,12,Bachelor,Karachi,Business,805.0,2645.0,1398818.0,1
19,29660.0,0,Master,Islamabad,Private,663.0,781.0,1006235.0,0
27,82143.0,6,Bachelor,Karachi,Freelance,519.0,2673.0,501557.0,1
22,88102.0,3,Master,Islamabad,Business,623.0,2613.0,2232057.0,1
27,45993.0,1,Bachelor,Karachi,Private,650.0,1495.0,3044875.0,0
50,74423.0,23,High School,Karachi,Private,662.0,3308.0,2939697.0,0
55,,31,PhD,Lahore,Government,667.0,2806.0,2438939.0,1
30,84854.0,6,High School,Peshawar,Business,758.0,3338.0,2374689.0,1
48,69718.0,25,PhD,,Business,769.0,1685.0,3327861.0,1
64,81155.0,44,Bachelor,Rawalpindi,Freelance,668.0,3868.0,2098873.0,1
53,50715.0,30,PhD,Rawalpindi,Private,757.0,1682.0,2381517.0,1
62,66829.0,37,High School,Islamabad,Freelance,705.0,2837.0,1511295.0,1
41,54724.0,16,Bachelor,Rawalpindi,Private,685.0,2463.0,574161.0,0
32,48857.0,6,High School,Rawalpindi,Government,743.0,1359.0,1184536.0,1
46,65793.0,28,High School,Lahore,Private,685.0,3311.0,1791757.0,1
25,72646.0,7,Bachelor,Karachi,Private,824.0,3006.0,1854707.0,0
22,90597.0,2,Bachelor,Rawalpindi,Freelance,579.0,3182.0,3533657.0,0
46,70833.0,26,Bachelor,Peshawar,Government,644.0,1906.0,1873149.0,1
64,79122.0,37,High School,Rawalpindi,Private,671.0,4134.0,2860959.0,1
21,79372.0,0,Bachelor,Islamabad,Private,711.0,3651.0,1408430.0,1
29,124126.0,2,,Islamabad,Business,769.0,3447.0,1519492.0,1
62,25179.0,44,Bachelor,Islamabad,Freelance,678.0,808.0,603893.0,1
19,49865.0,0,Bachelor,Rawalpindi,Private,580.0,2385.0,1131905.0,1
44,97429.0,25,Bachelor,Lahore,Private,739.0,4289.0,2274283.0,0
48,57256.0,28,Master,Peshawar,Private,,2654.0,1806804.0,1
53,84488.0,30,Bachelor,Rawalpindi,Business,544.0,3003.0,2648645.0,1
53,70060.0,35,Master,Lahore,Government,680.0,3133.0,1963129.0,1
43,111314.0,24,PhD,Lahore,Government,569.0,3753.0,1482792.0,1
60,40513.0,42,Master,Rawalpindi,Government,633.0,1129.0,3733467.0,1
44,91880.0,22,Bachelor,Rawalpindi,Private,617.0,3852.0,1715487.0,0
22,103491.0,0,Bachelor,Lahore,Freelance,737.0,5523.0,2846701.0,0
37,42683.0,12,Master,Lahore,Government,688.0,1331.0,1438912.0,0
28,82223.0,1,Bachelor,Lahore,Private,590.0,2976.0,2438640.0,0
27,43759.0,9,High School,Rawalpindi,Private,742.0,1895.0,2635214.0,1
57,65664.0,33,High School,Lahore,Government,580.0,2553.0,1987643.0,1
55,59355.0,33,Master,Islamabad,Business,703.0,2905.0,100000.0,1
23,20000.0,0,Bachelor,Rawalpindi,Private,623.0,924.0,1816427.0,0
25,74333.0,7,Master,Islamabad,Business,654.0,1693.0,2907414.0,1
40,68153.0,20,Bachelor,Karachi,Freelance,715.0,3688.0,2274733.0,1
64,97540.0,40,Bachelor,Rawalpindi,Private,717.0,4478.0,2201255.0,1
43,78445.0,16,High School,Karachi,Private,774.0,3893.0,249969.0,1
63,115399.0,45,High School,Lahore,Private,674.0,4909.0,1151590.0,1
60,67355.0,36,PhD,Lahore,Freelance,701.0,3326.0,2170222.0,1
29,62678.0,7,Master,Peshawar,Private,649.0,1541.0,2169345.0,0
43,60944.0,25,Master,Lahore,Private,693.0,1976.0,2893200.0,1
30,55329.0,12,Bachelor,Karachi,Government,711.0,2769.0,1669620.0,1
57,20000.0,39,Master,Lahore,Freelance,673.0,551.0,2165242.0,1
35,60156.0,9,Bachelor,Rawalpindi,Private,554.0,1410.0,1814737.0,0
42,20000.0,22,Bachelor,Lahore,Private,703.0,942.0,911752.0,0
50,74945.0,28,High School,Peshawar,Government,706.0,3649.0,100000.0,1
64,37719.0,37,Bachelor,Lahore,Government,632.0,990.0,2187909.0,1
57,45325.0,31,Master,Karachi,Freelance,590.0,2235.0,1956552.0,1
60,50273.0,37,PhD,Karachi,Private,783.0,2198.0,1243642.0,1
29,60491.0,3,High School,Lahore,Freelance,714.0,2309.0,342744.0,1
61,65151.0,36,Master,Karachi,Freelance,664.0,3160.0,2366766.0,1
53,88859.0,28,Bachelor,Karachi,Government,600.0,3093.0,1560672.0,1
21,52294.0,3,Bachelor,Peshawar,Freelance,622.0,1428.0,2301187.0,1
22,75563.0,0,High School,Rawalpindi,Private,771.0,2292.0,3477644.0,1
54,125079.0,31,Bachelor,Peshawar,Private,690.0,4712.0,100000.0,1
25,73302.0,0,Bachelor,Islamabad,Freelance,641.0,2825.0,1170359.0,0
59,61029.0,39,Bachelor,,Government,716.0,2910.0,1611562.0,1
45,47859.0,25,Master,Lahore,Government,623.0,2260.0,3109344.0,1
48,60725.0,25,Master,Rawalpindi,Private,785.0,2442.0,327237.0,1
26,45503.0,0,Bachelor,Lahore,Business,775.0,2132.0,3542275.0,1
46,70911.0,22,PhD,Islamabad,Government,647.0,1931.0,1922270.0,1
31,67278.0,11,Bachelor,Rawalpindi,Private,636.0,1514.0,1713599.0,0
57,20000.0,37,Bachelor,Karachi,Private,497.0,999.0,1621746.0,0
58,64592.0,39,Master,Peshawar,Freelance,576.0,1508.0,1407363.0,1
39,,13,High School,Lahore,Freelance,586.0,2577.0,2743305.0,1
28,56220.0,8,Bachelor,Islamabad,Government,689.0,2474.0,838331.0,1
40,50636.0,18,Bachelor,Karachi,Business,657.0,1746.0,2110873.0,0
18,34691.0,0,High School,Peshawar,Private,586.0,1736.0,1454237.0,0
63,24124.0,38,Master,Karachi,Private,660.0,742.0,1114080.0,1
54,83290.0,35,Bachelor,Peshawar,Business,715.0,1768.0,4127378.0,1
38,61007.0,18,Bachelor,Rawalpindi,Business,717.0,1882.0,2177146.0,1
43,81984.0,24,High School,Karachi,Freelance,547.0,3288.0,2351939.0,1
63,98689.0,38,Master,Karachi,Business,671.0,3293.0,2823999.0,1
53,85267.0,30,Bachelor,Karachi,Private,583.0,3297.0,520785.0,1
40,53068.0,17,Master,Rawalpindi,Business,743.0,2656.0,3377063.0,1
18,68187.0,0,,Islamabad,Private,735.0,3495.0,100000.0,0
57,51475.0,32,High School,Peshawar,Private,617.0,1529.0,1108110.0,1
32,49418.0,11,Bachelor,Karachi,Private,626.0,1791.0,1386871.0,0
38,72542.0,17,High School,Rawalpindi,Private,648.0,2839.0,2323551.0,0
64,46690.0,38,Bachelor,Islamabad,Private,522.0,2450.0,1996846.0,1
26,20000.0,8,Bachelor,Peshawar,Private,704.0,1082.0,1649867.0,1
26,45461.0,7,Master,Rawalpindi,Private,661.0,1304.0,1789202.0,0
27,58249.0,8,High School,Peshawar,Private,748.0,2625.0,919779.0,1
43,98471.0,20,,Karachi,Government,603.0,3292.0,452491.0,1
58,54199.0,37,High School,Islamabad,Private,637.0,1144.0,2453860.0,1
52,76262.0,25,,Rawalpindi,Private,575.0,1612.0,2424336.0,1
42,61297.0,22,Bachelor,Islamabad,Freelance,610.0,2218.0,3226045.0,1
43,91981.0,23,,Karachi,Business,597.0,3414.0,1088985.0,1
28,90456.0,8,Bachelor,Islamabad,Freelance,750.0,1953.0,2423534.0,0
55,90876.0,32,High School,Islamabad,Private,631.0,3974.0,1544664.0,1
19,26852.0,0,Bachelor,Lahore,Freelance,,823.0,2871427.0,0
24,69548.0,0,High School,Islamabad,Private,653.0,2747.0,2719766.0,1
35,81697.0,14,High School,Peshawar,Private,591.0,2521.0,1990088.0,1
44,73394.0,23,Bachelor,Rawalpindi,Private,668.0,1938.0,1494423.0,0
51,79005.0,24,High School,Lahore,Freelance,722.0,2718.0,2664839.0,1
44,66284.0,25,High School,Rawalpindi,Private,595.0,1894.0,2382214.0,1
34,48615.0,16,Master,Rawalpindi,Private,737.0,1879.0,1184004.0,1
60,27664.0,34,Bachelor,Karachi,Private,621.0,760.0,604981.0,1
61,50797.0,42,High School,Karachi,Business,646.0,1919.0,1540320.0,0
41,123918.0,16,Bachelor,Lahore,Government,717.0,3232.0,3163872.0,1
42,54316.0,16,Bachelor,Karachi,Private,634.0,2346.0,2831838.0,1
24,21893.0,3,,Karachi,Government,683.0,1006.0,798905.0,0
23,81118.0,0,Bachelor,Karachi,Government,658.0,1988.0,749018.0,0
41,83820.0,15,High School,Rawalpindi,Freelance,689.0,3053.0,2947215.0,1
50,93321.0,23,Bachelor,Lahore,Private,513.0,2165.0,777928.0,1
46,75362.0,19,Bachelor,Rawalpindi,Business,552.0,3073.0,2258366.0,1
60,83603.0,38,Bachelor,Peshawar,Private,723.0,2479.0,1245536.0,1
